0 29 6 7 26 20 27 18 11 8 23 24 19 22 9 5 14 28 17 16 25 4 10 21 12 2 30 3 13 1 15 31
0 13 21 15 1 22 9 10 14 4 25 12 18 27 30 19 6 7 11 26 20 23 3 31 2 17 5 24 8 29 16 28
0 28 31 14 23 24 3 16 1 9 22 26 20 27 11 6 30 29 10 19 18 7 8 4 25 15 5 17 21 12 2 13
0 14 21 31 4 25 12 23 24 8 3 29 30 6 11 27 20 26 7 18 19 10 1 28 16 9 22 17 5 15 2 13
0 14 21 1 4 25 12 23 24 8 3 30 6 11 27 20 26 19 29 18 7 10 22 9 16 28 31 17 5 15 2 13
0 14 21 1 4 25 12 23 24 8 3 19 29 30 6 11 27 20 26 7 18 10 22 9 16 28 15 31 5 13 17 2
0 14 21 1 4 25 12 23 24 8 3 19 30 6 11 27 20 29 26 7 18 10 22 9 16 15 28 31 17 5 13 2
0 14 21 1 4 25 12 31 17 5 23 24 8 3 19 7 20 27 11 30 29 22 6 26 18 10 9 16 28 15 2 13
0 14 21 1 4 25 12 17 5 23 24 8 3 19 7 20 27 11 30 29 22 6 26 18 10 9 16 28 15 31 13 2
0 14 21 2 15 1 4 25 12 17 5 23 24 8 3 20 30 6 11 27 19 29 7 22 26 18 10 9 16 28 31 13
0 14 21 4 1 25 12 17 5 23 24 8 3 19 30 20 27 11 29 6 26 7 22 18 10 9 16 28 15 31 2 13
0 14 21 4 1 25 12 17 5 23 24 8 3 19 7 20 27 11 30 29 22 6 26 18 9 10 16 28 15 31 2 13
0 14 21 4 15 1 25 12 17 5 23 24 8 3 19 7 20 27 11 30 29 22 6 26 18 9 10 16 28 31 13 2
0 14 21 28 4 25 12 17 5 23 24 8 3 19 7 20 27 11 30 29 22 6 26 18 10 9 1 16 15 31 13 2
0 14 21 4 1 25 12 17 5 23 24 8 3 19 30 11 27 20 7 29 22 6 26 18 9 10 16 28 15 31 13 2
0 14 21 4 12 17 5 23 24 8 3 19 7 20 27 11 30 29 22 6 26 18 9 10 1 25 16 28 15 31 13 2
0 14 21 4 12 17 5 23 24 8 3 19 7 20 27 11 30 29 22 6 26 18 9 10 16 1 25 28 15 31 13 2
0 14 21 4 12 17 5 23 24 8 3 19 7 20 27 11 30 29 22 6 26 18 9 10 16 1 25 28 15 31 2 13
0 14 21 4 28 25 12 17 5 23 24 8 3 19 7 20 27 11 30 29 22 6 26 18 9 10 1 16 15 31 13 2
0 14 21 31 4 1 25 15 28 16 10 9 18 26 6 22 29 7 20 27 11 30 19 3 8 24 23 5 17 12 2 13
0 14 21 31 4 1 25 15 28 16 10 9 18 26 6 22 29 7 20 27 11 30 19 3 8 24 23 5 17 12 2 13
0 14 21 4 1 16 10 9 18 26 22 6 29 7 19 20 27 11 30 3 8 24 23 5 17 12 31 25 28 15 13 2
0 14 21 4 1 16 10 9 18 26 22 6 29 7 19 20 27 11 30 3 8 24 23 5 17 12 31 25 28 15 13 2
0 14 21 4 25 1 15 28 16 10 9 18 26 6 22 29 7 19 20 27 11 30 3 8 24 23 5 17 12 31 13 2
0 14 21 4 15 25 12 17 5 23 24 8 3 30 11 27 20 19 7 29 22 6 26 18 9 10 16 1 28 31 13 2
0 14 21 4 15 25 31 12 17 5 23 24 8 3 19 30 11 27 20 7 29 22 6 26 18 9 10 1 16 28 2 13
0 14 21 31 4 15 1 25 28 16 10 9 18 26 6 22 29 7 19 20 27 11 30 3 8 24 23 5 17 12 2 13
0 14 21 31 4 15 1 25 28 16 10 9 18 26 6 22 29 7 19 20 27 11 30 3 8 24 23 5 17 12 13 2
0 14 21 31 4 15 1 25 28 16 10 9 18 26 6 22 29 7 19 20 27 11 30 3 8 24 23 5 17 12 13 2
0 14 21 31 4 15 1 25 28 16 10 9 18 26 6 22 29 7 19 20 27 11 30 3 8 24 23 5 17 12 13 2
0 14 21 31 4 15 1 25 28 16 10 9 18 26 6 22 29 7 19 20 27 11 30 3 8 24 23 5 17 12 13 2
0 14 21 4 15 28 25 1 16 10 9 18 26 6 7 22 29 20 27 11 30 19 3 8 24 23 5 17 12 31 2 13
0 14 21 4 15 28 25 1 16 10 9 18 26 6 7 22 29 20 27 11 30 19 3 8 24 23 5 17 12 31 2 13
0 14 21 4 15 28 25 1 16 10 9 18 26 6 7 22 29 20 27 11 30 19 3 8 24 23 5 17 12 31 2 13
0 14 21 4 15 28 25 1 16 10 9 18 26 6 7 22 29 20 27 11 30 19 3 8 24 23 5 17 12 31 2 13
0 14 21 4 15 28 25 1 16 10 9 18 26 6 7 22 29 20 27 11 30 19 3 8 24 23 5 17 12 31 2 13
0 14 21 4 15 28 25 1 16 10 9 18 26 6 7 22 29 20 27 11 30 19 3 8 24 23 5 17 12 31 2 13
0 14 21 4 15 28 25 1 16 10 9 18 26 6 7 22 29 20 27 11 30 19 3 8 24 23 5 17 12 31 2 13
0 14 21 4 15 28 25 1 16 10 9 18 26 6 7 22 29 20 27 11 30 19 3 8 24 23 5 17 12 31 2 13
0 14 21 4 15 28 25 1 16 10 9 18 26 6 7 22 29 20 27 11 30 19 3 8 24 23 5 17 12 31 2 13
0 14 21 4 15 28 25 1 16 10 9 18 26 6 7 22 29 20 27 11 30 19 3 8 24 23 5 17 12 31 2 13
0 14 21 4 15 28 25 1 16 10 9 18 26 6 7 22 29 20 27 11 30 19 3 8 24 23 5 17 12 31 2 13
0 14 21 4 15 28 25 1 16 10 9 18 26 6 7 22 29 20 27 11 30 19 3 8 24 23 5 17 12 31 2 13
0 14 21 4 15 28 25 1 16 10 9 18 26 6 7 22 29 20 27 11 30 19 3 8 24 23 5 17 12 31 2 13
0 14 21 4 15 28 25 1 16 10 9 18 26 6 7 22 29 20 27 11 30 19 3 8 24 23 5 17 12 31 2 13
0 14 21 4 15 28 25 1 16 10 9 18 26 6 7 22 29 20 27 11 30 19 3 8 24 23 5 17 12 31 2 13
0 14 21 4 15 25 28 16 1 10 9 18 26 6 22 29 7 19 20 27 11 30 3 8 24 23 5 17 12 31 2 13
0 14 21 4 15 25 28 16 1 10 9 18 26 6 22 29 7 19 20 27 11 30 3 8 24 23 5 17 12 31 2 13
0 14 21 4 15 25 28 16 1 10 9 18 26 6 22 29 7 19 20 27 11 30 3 8 24 23 5 17 12 31 2 13
0 14 21 4 15 25 28 16 1 10 9 18 26 6 22 29 7 19 20 27 11 30 3 8 24 23 5 17 12 31 2 13
0 14 21 4 15 25 28 16 1 10 9 18 26 6 22 29 7 19 20 27 11 30 3 8 24 23 5 17 12 31 2 13
0 14 21 4 15 25 28 16 1 10 9 18 26 6 22 29 7 19 20 27 11 30 3 8 24 23 5 17 12 31 2 13
