0 29 6 7 26 20 27 18 11 8 23 24 19 22 9 5 14 28 17 16 25 4 10 21 12 2 30 3 13 1 15 31
0 14 21 23 24 3 16 1 9 22 17 5 15 25 31 28 4 8 7 18 19 10 29 30 6 11 27 20 26 12 2 13
0 4 25 14 15 5 17 31 28 16 1 9 22 7 18 19 10 29 30 6 11 27 23 24 3 8 20 26 12 21 13 2
0 25 28 31 4 5 13 17 23 24 8 7 18 29 30 6 11 27 20 26 3 19 22 9 1 16 10 15 14 12 21 2
0 17 5 14 21 4 28 15 25 31 13 23 24 3 19 22 9 1 16 10 18 29 30 6 11 27 20 26 7 8 12 2
0 15 25 28 31 14 4 21 17 8 7 18 10 16 1 9 22 19 29 26 6 11 27 20 30 3 24 23 5 12 13 2
0 15 25 28 31 14 4 21 17 8 7 18 10 16 1 9 22 19 29 26 6 11 27 20 30 3 24 23 5 12 13 2
0 17 24 30 20 27 11 6 26 29 18 7 9 1 16 10 22 19 3 8 23 5 14 31 4 28 15 25 21 13 12 2
0 17 24 30 20 27 11 6 26 29 18 7 9 1 16 10 22 19 3 8 23 5 14 31 4 28 15 25 21 13 12 2
0 21 5 8 30 20 27 11 6 26 29 9 1 16 10 18 7 22 19 3 24 23 17 14 13 4 25 28 15 31 12 2
0 21 25 28 15 4 31 5 8 30 20 27 11 6 26 29 9 1 16 10 18 7 22 19 3 24 23 17 13 12 14 2
0 21 5 8 30 20 27 11 6 26 9 1 16 10 18 29 7 22 19 3 24 23 17 14 13 4 25 28 15 31 12 2
0 21 25 28 15 4 31 14 12 13 17 23 24 3 19 22 7 18 10 16 1 9 29 26 6 11 27 20 30 8 5 2
0 12 13 21 25 15 28 4 31 14 23 8 30 20 27 19 6 26 22 9 1 16 10 18 7 29 11 3 24 5 17 2
0 12 13 21 25 15 28 4 31 14 23 8 30 20 27 19 6 26 22 9 1 16 10 18 7 29 11 3 24 5 17 2
0 12 13 21 25 15 28 4 31 14 23 8 30 20 27 19 6 26 22 9 1 16 10 18 7 29 11 3 24 5 17 2
0 21 4 25 28 15 31 13 14 17 23 3 19 22 7 9 1 16 10 18 29 26 6 11 27 20 30 8 24 5 2 12
0 12 14 31 4 15 28 25 21 13 17 23 30 20 27 11 29 6 26 9 1 16 10 18 7 22 19 3 8 24 5 2
0 12 14 31 4 15 28 25 21 13 17 23 30 20 27 11 29 6 26 9 1 16 10 18 7 22 19 3 8 24 5 2
0 21 4 25 28 15 31 14 17 23 24 3 19 22 6 7 18 10 16 1 9 26 29 11 27 20 30 8 5 13 12 2
0 21 4 25 28 15 31 14 17 23 24 3 19 22 6 7 18 10 16 1 9 26 29 11 27 20 30 8 5 13 12 2
0 21 4 25 28 15 31 14 17 23 24 3 19 22 6 7 18 10 16 1 9 26 29 11 27 20 30 8 5 13 12 2
0 21 4 28 15 25 31 14 12 13 17 23 8 30 19 20 29 6 26 7 9 1 16 10 18 22 11 27 3 24 5 2
0 21 4 28 15 25 31 14 12 13 17 23 8 30 19 20 29 6 26 7 9 1 16 10 18 22 11 27 3 24 5 2
