-2.49375 0.000180328 8.18852e-05
-2.48125 0 0
-2.46875 4.91803e-05 3.49684e-05
-2.45625 1.63934e-05 1.59784e-05
-2.44375 3.27869e-05 2.19941e-05
-2.43125 4.91803e-05 2.61782e-05
-2.41875 1.63934e-05 1.59784e-05
-2.40625 4.91803e-05 2.61782e-05
-2.39375 1.63934e-05 1.59784e-05
-2.38125 4.91803e-05 2.61782e-05
-2.36875 0.000163934 3.66569e-05
-2.35625 6.55738e-05 2.93255e-05
-2.34375 0.000131148 5.38744e-05
-2.33125 0.000131148 4.27489e-05
-2.31875 0.000131148 4.27489e-05
-2.30625 0.000229508 9.00894e-05
-2.29375 0.000229508 6.59823e-05
-2.28125 0.000393443 7.89613e-05
-2.26875 0.000147541 5.89936e-05
-2.25625 0.000344262 6.33856e-05
-2.24375 0.000459016 0.000104713
-2.23125 0.000360656 6.9164e-05
-2.21875 0.000754099 0.000111427
-2.20625 0.00095082 0.00010079
-2.19375 0.000737705 0.000132929
-2.18125 0.000819672 0.000156384
-2.16875 0.00106557 0.000136912
-2.15625 0.00139344 0.00017174
-2.14375 0.00163934 0.000217484
-2.13125 0.00157377 0.000200242
-2.11875 0.00159016 0.000190157
-2.10625 0.00191803 0.000236742
-2.09375 0.00234426 0.000212831
-2.08125 0.00278689 0.000216865
-2.06875 0.00262295 0.000257121
-2.05625 0.00352459 0.000248484
-2.04375 0.00378689 0.000307109
-2.03125 0.00427869 0.000294603
-2.01875 0.00473771 0.000305354
-2.00625 0.00518033 0.000291047
-1.99375 0.006 0.000317119
-1.98125 0.0064918 0.000435955
-1.96875 0.00739344 0.000530943
-1.95625 0.00842623 0.000464892
-1.94375 0.00818033 0.000454589
-1.93125 0.0101148 0.000475848
-1.91875 0.0111311 0.000425898
-1.90625 0.0118852 0.000602278
-1.89375 0.0129672 0.000523808
-1.88125 0.0138852 0.000524731
-1.86875 0.015459 0.000648433
-1.85625 0.0181148 0.000882472
-1.84375 0.0193279 0.000734776
-1.83125 0.021082 0.000665138
-1.81875 0.022918 0.000722019
-1.80625 0.023459 0.000877157
-1.79375 0.0266393 0.000910943
-1.78125 0.0287705 0.000850842
-1.76875 0.0310164 0.00108455
-1.75625 0.0346557 0.000923025
-1.74375 0.0348197 0.00110813
-1.73125 0.0404426 0.00127559
-1.71875 0.0432787 0.00120601
-1.70625 0.0469016 0.00147495
-1.69375 0.0489836 0.00112875
-1.68125 0.0533115 0.00183612
-1.66875 0.056623 0.00148252
-1.65625 0.0597869 0.00100904
-1.64375 0.0632787 0.00148304
-1.63125 0.0714918 0.00188838
-1.61875 0.0719344 0.00175837
-1.60625 0.0771312 0.00198352
-1.59375 0.0824099 0.00243002
-1.58125 0.0885902 0.00196484
-1.56875 0.0952295 0.0024741
-1.55625 0.0939344 0.00221056
-1.54375 0.106311 0.00232866
-1.53125 0.107262 0.00235704
-1.51875 0.114197 0.00300014
-1.50625 0.11859 0.00233123
-1.49375 0.122836 0.00318061
-1.48125 0.13123 0.00162764
-1.46875 0.137066 0.00323832
-1.45625 0.144902 0.00287867
-1.44375 0.151377 0.00319829
-1.43125 0.157738 0.00343253
-1.41875 0.168262 0.00323052
-1.40625 0.168934 0.00336915
-1.39375 0.177033 0.00354951
-1.38125 0.18441 0.00365816
-1.36875 0.194033 0.00354353
-1.35625 0.197852 0.00382396
-1.34375 0.207295 0.00423959
-1.33125 0.213328 0.00455226
-1.31875 0.221082 0.00518935
-1.30625 0.223279 0.00446594
-1.29375 0.228246 0.00480495
-1.28125 0.24218 0.0039574
-1.26875 0.242148 0.0043733
-1.25625 0.25382 0.00609348
-1.24375 0.261033 0.00418738
-1.23125 0.26482 0.0055289
-1.21875 0.273918 0.00562152
-1.20625 0.277016 0.00584784
-1.19375 0.284836 0.00457626
-1.18125 0.288754 0.00445191
-1.16875 0.296262 0.00536556
-1.15625 0.298934 0.00554883
-1.14375 0.311148 0.00528398
-1.13125 0.315738 0.00545934
-1.11875 0.320148 0.00571351
-1.10625 0.328639 0.0061457
-1.09375 0.329328 0.0061585
-1.08125 0.333115 0.00607753
-1.06875 0.343197 0.00579804
-1.05625 0.350279 0.00605286
-1.04375 0.351279 0.00672916
-1.03125 0.354656 0.00471431
-1.01875 0.360787 0.00618193
-1.00625 0.360361 0.00598282
-0.99375 0.363918 0.00629322
-0.98125 0.373443 0.0071807
-0.96875 0.371738 0.00599721
-0.95625 0.375016 0.00592044
-0.94375 0.382475 0.00716922
-0.93125 0.380754 0.00632991
-0.91875 0.386361 0.00695068
-0.90625 0.378672 0.00557153
-0.89375 0.380705 0.00425632
-0.88125 0.384279 0.00501438
-0.86875 0.389262 0.00628538
-0.85625 0.389131 0.00652633
-0.84375 0.384836 0.00564962
-0.83125 0.382541 0.0050998
-0.81875 0.385984 0.00671583
-0.80625 0.395525 0.00574189
-0.79375 0.388705 0.00450581
-0.78125 0.389754 0.00684775
-0.76875 0.393951 0.00610019
-0.75625 0.389197 0.00563703
-0.74375 0.380836 0.00458972
-0.73125 0.388738 0.00421323
-0.71875 0.383656 0.00385098
-0.70625 0.384361 0.00591992
-0.69375 0.387885 0.00506228
-0.68125 0.380885 0.0043742
-0.66875 0.383935 0.00482419
-0.65625 0.381295 0.00539509
-0.64375 0.380082 0.00612057
-0.63125 0.375623 0.00757254
-0.61875 0.376935 0.00444932
-0.60625 0.369721 0.00556452
-0.59375 0.37259 0.00429623
-0.58125 0.367344 0.0041354
-0.56875 0.368213 0.00616313
-0.55625 0.36259 0.00439387
-0.54375 0.363885 0.00389635
-0.53125 0.363574 0.00451305
-0.51875 0.358164 0.00324196
-0.50625 0.353459 0.00421509
-0.49375 0.351279 0.00385434
-0.48125 0.353607 0.00438049
-0.46875 0.351689 0.00355608
-0.45625 0.344574 0.00423544
-0.44375 0.348853 0.00332201
-0.43125 0.343361 0.00362439
-0.41875 0.341705 0.00411064
-0.40625 0.339721 0.0035897
-0.39375 0.33941 0.00234966
-0.38125 0.331918 0.00345293
-0.36875 0.331885 0.00238533
-0.35625 0.330689 0.00261776
-0.34375 0.325164 0.00444718
-0.33125 0.324426 0.00351971
-0.31875 0.324213 0.0028835
-0.30625 0.322459 0.00316317
-0.29375 0.32382 0.00343921
-0.28125 0.315984 0.003307
-0.26875 0.31323 0.00289457
-0.25625 0.310836 0.00267625
-0.24375 0.312902 0.00281808
-0.23125 0.314869 0.00271897
-0.21875 0.313885 0.00240065
-0.20625 0.306639 0.00372488
-0.19375 0.315033 0.00336312
-0.18125 0.311951 0.00349918
-0.16875 0.309131 0.00318972
-0.15625 0.300213 0.00262779
-0.14375 0.303361 0.00258028
-0.13125 0.302721 0.0031897
-0.11875 0.301721 0.00270972
-0.10625 0.304902 0.00291697
-0.09375 0.303 0.00365057
-0.08125 0.297394 0.0032119
-0.06875 0.299869 0.00346685
-0.05625 0.297279 0.00392979
-0.04375 0.300574 0.00296244
-0.03125 0.29659 0.00401003
-0.01875 0.296902 0.00249617
-0.00625 0.294164 0.0031205
0.00625 0.299377 0.00221935
0.01875 0.302213 0.00285471
0.03125 0.297918 0.00192806
0.04375 0.298902 0.00293816
0.05625 0.299656 0.00408552
0.06875 0.298574 0.00305282
0.08125 0.297426 0.00340726
0.09375 0.302836 0.00264136
0.10625 0.305934 0.00251754
0.11875 0.303721 0.00371696
0.13125 0.30182 0.00335505
0.14375 0.307541 0.00311165
0.15625 0.306344 0.00404751
0.16875 0.304279 0.00334141
0.18125 0.310131 0.00361027
0.19375 0.310771 0.0024693
0.20625 0.311918 0.00287912
0.21875 0.312557 0.00309416
0.23125 0.319279 0.00409768
0.24375 0.319197 0.00242085
0.25625 0.314721 0.00333621
0.26875 0.318115 0.00324821
0.28125 0.323475 0.00347745
0.29375 0.325098 0.00294512
0.30625 0.32341 0.003927
0.31875 0.326656 0.00379706
0.33125 0.33118 0.00392327
0.34375 0.330082 0.00410183
0.35625 0.32923 0.00352
0.36875 0.331262 0.00355487
0.38125 0.338377 0.00353927
0.39375 0.34459 0.00386406
0.40625 0.342066 0.00396553
0.41875 0.342689 0.00392804
0.43125 0.347869 0.00463491
0.44375 0.348328 0.00335272
0.45625 0.352902 0.00378296
0.46875 0.348639 0.00419161
0.48125 0.353016 0.00363699
0.49375 0.358246 0.0035557
0.50625 0.357279 0.0039066
0.51875 0.358475 0.00374261
0.53125 0.367803 0.00447253
0.54375 0.365082 0.00436518
0.55625 0.367295 0.0050335
0.56875 0.371312 0.00490613
0.58125 0.368443 0.00565813
0.59375 0.372344 0.00354737
0.60625 0.374377 0.00419046
0.61875 0.375066 0.00492423
0.63125 0.379541 0.00559847
0.64375 0.38182 0.00419291
0.65625 0.380066 0.00462409
0.66875 0.388164 0.00397594
0.68125 0.385279 0.0045162
0.69375 0.383607 0.00453948
0.70625 0.388771 0.00400865
0.71875 0.393836 0.00443815
0.73125 0.394935 0.00485531
0.74375 0.392443 0.00675217
0.75625 0.390541 0.00377884
0.76875 0.389344 0.0050886
0.78125 0.387557 0.00558574
0.79375 0.389574 0.00512523
0.80625 0.394967 0.00587289
0.81875 0.393902 0.0067276
0.83125 0.389623 0.00496709
0.84375 0.394148 0.00621328
0.85625 0.390098 0.00566856
0.86875 0.386771 0.00670275
0.88125 0.386049 0.00617385
0.89375 0.390394 0.00515464
0.90625 0.386639 0.00504193
0.91875 0.380213 0.00608633
0.93125 0.377344 0.00592332
0.94375 0.378869 0.00596944
0.95625 0.379705 0.00707695
0.96875 0.376016 0.00681065
0.98125 0.376525 0.0055026
0.99375 0.36418 0.00731349
1.00625 0.370262 0.00506911
1.01875 0.363853 0.00590605
1.03125 0.358049 0.00655924
1.04375 0.360312 0.00691405
1.05625 0.348525 0.00694355
1.06875 0.341082 0.00482475
1.08125 0.334902 0.00619427
1.09375 0.338082 0.00791266
1.10625 0.329492 0.00510716
1.11875 0.324016 0.00504534
1.13125 0.318049 0.0060092
1.14375 0.309164 0.00617694
1.15625 0.309098 0.00554292
1.16875 0.300525 0.00520638
1.18125 0.298508 0.00533271
1.19375 0.292541 0.00584692
1.20625 0.287344 0.00613428
1.21875 0.276459 0.00649543
1.23125 0.26982 0.00601854
1.24375 0.263623 0.00548696
1.25625 0.26041 0.00579303
1.26875 0.24741 0.00499693
1.28125 0.242508 0.00513391
1.29375 0.237738 0.00407442
1.30625 0.230623 0.00531448
1.31875 0.223066 0.00433546
1.33125 0.217213 0.00437582
1.34375 0.203607 0.00404682
1.35625 0.199771 0.00356648
1.36875 0.192803 0.00322967
1.38125 0.187213 0.00463317
1.39375 0.176328 0.00389824
1.40625 0.172016 0.00388219
1.41875 0.163934 0.00367893
1.43125 0.158623 0.00361888
1.44375 0.151984 0.00340633
1.45625 0.143508 0.00357242
1.46875 0.137902 0.00243368
1.48125 0.133164 0.00282817
1.49375 0.126705 0.00254214
1.50625 0.118721 0.00244663
1.51875 0.113082 0.00228345
1.53125 0.109738 0.00331554
1.54375 0.105984 0.00233638
1.55625 0.0973935 0.00237377
1.56875 0.091 0.00179499
1.58125 0.0883607 0.00214742
1.59375 0.0824754 0.00202278
1.60625 0.0811476 0.00181672
1.61875 0.0720328 0.0023098
1.63125 0.0701967 0.00166906
1.64375 0.0650328 0.00143764
