0 0 0 0 
1 0.0256496 0 0 
2 0.0512993 0 0 
3 0.0769489 0 0 
4 0.102599 0 0 
5 0.128248 0 0 
6 0.153898 0 0 
7 0.179547 0 0 
8 0.205197 0 0 
9 0.230847 0 0 
10 0.256496 0 0 
11 0.282146 0 0 
12 0.307796 0 0 
13 0.333445 0 0 
14 0.359095 0 0 
15 0.384745 0 0 
16 0.410394 0 0 
17 0.436044 0 0 
18 0.461694 0 0 
19 0.487343 0 0 
20 0.512993 0 0 
21 0.538642 0 0 
22 0.564292 0 0 
23 0.589942 0 0 
24 0.615591 0 0 
25 0.641241 0 0 
26 0.666891 0 0 
27 0.69254 0 0 
28 0.71819 0 0 
29 0.74384 0 0 
30 0.769489 0 0 
31 0.795139 0 0 
32 0.820788 0 0 
33 0.846438 6.8083e-06 6.8083e-06 
34 0.872088 0.00140309 0.000186007 
35 0.897737 0.0238815 0.000803849 
36 0.923387 0.172841 0.00215362 
37 0.949037 0.584958 0.00424189 
38 0.974686 1.24254 0.00729561 
39 1.00034 1.89815 0.00880821 
40 1.02599 2.34716 0.00938444 
41 1.05164 2.55392 0.00949565 
42 1.07728 2.53142 0.00919939 
43 1.10293 2.39118 0.00764733 
44 1.12858 2.19301 0.00760127 
45 1.15423 1.96578 0.00806843 
46 1.17988 1.72892 0.00754921 
47 1.20553 1.54397 0.00824936 
48 1.23118 1.3813 0.00652501 
49 1.25683 1.24479 0.00624959 
50 1.28248 1.12022 0.00650085 
51 1.30813 1.02765 0.00552609 
52 1.33378 0.938504 0.0059704 
53 1.35943 0.865266 0.00549985 
54 1.38508 0.819282 0.00552062 
55 1.41073 0.77594 0.00450709 
56 1.43638 0.736114 0.00464044 
57 1.46203 0.705355 0.00497621 
58 1.48768 0.688176 0.00455126 
59 1.51333 0.677722 0.00459457 
60 1.53898 0.668448 0.00437993 
61 1.56463 0.671632 0.00408282 
62 1.59028 0.677713 0.00467227 
63 1.61593 0.692089 0.00383479 
64 1.64158 0.70556 0.00422621 
65 1.66723 0.725921 0.00419469 
66 1.69288 0.749492 0.00397531 
67 1.71853 0.786195 0.00400995 
68 1.74418 0.816107 0.00400692 
69 1.76983 0.856716 0.0041351 
70 1.79547 0.895361 0.00393834 
71 1.82112 0.944693 0.00375398 
72 1.84677 0.982806 0.00415937 
73 1.87242 1.02481 0.00416374 
74 1.89807 1.0663 0.00425358 
75 1.92372 1.09668 0.00375106 
76 1.94937 1.13157 0.00433371 
77 1.97502 1.16608 0.00424309 
78 2.00067 1.1837 0.00407527 
79 2.02632 1.20601 0.0037461 
80 2.05197 1.21802 0.0038098 
81 2.07762 1.21719 0.00381414 
82 2.10327 1.2107 0.00381063 
83 2.12892 1.19068 0.00329409 
84 2.15457 1.17366 0.00363238 
85 2.18022 1.14745 0.00383471 
86 2.20587 1.11589 0.00342737 
87 2.23152 1.08779 0.00386478 
88 2.25717 1.06048 0.00363951 
89 2.28282 1.03257 0.00378813 
90 2.30847 1.00783 0.00325175 
91 2.33412 0.979528 0.00340672 
92 2.35977 0.957106 0.00305901 
93 2.38542 0.936051 0.00281488 
94 2.41107 0.925969 0.00289813 
95 2.43672 0.912904 0.00294909 
96 2.46237 0.905705 0.00279734 
97 2.48802 0.896274 0.0027503 
98 2.51366 0.89259 0.00305066 
99 2.53931 0.893374 0.00336669 
