1 3916.3466
2 2602.5699
3 2122.1845
4 1654.7131
5 1419.8511
6 1335.371
7 1207.8998
8 1089.8963
9 1026.3203
10 965.80886
11 933.08263
12 911.95153
13 888.23331
14 860.57093
15 831.05892
16 806.62497
17 784.6568
18 763.90901
19 738.05807
20 705.09528
21 669.00021
22 640.50635
23 623.42581
24 614.60805
25 608.24943
26 600.76302
27 594.27957
28 587.03697
29 579.50821
30 573.25452
31 565.42465
32 558.28587
33 551.07567
34 543.72307
35 537.37844
36 531.39309
37 526.11792
38 521.83955
39 518.44198
40 515.41792
41 511.98057
42 509.47821
43 506.73577
44 504.68408
45 502.33328
46 499.95366
47 497.51006
48 494.47328
49 489.57434
50 484.18016
51 480.01085
52 476.88006
53 475.12372
54 473.79907
55 472.41195
56 471.09315
57 469.98248
58 468.88154
59 467.62984
60 466.474
61 465.49449
62 464.54916
63 463.77271
64 463.36211
65 462.59659
66 461.9399
67 461.18133
68 460.48135
69 459.88025
70 459.24407
71 459.01969
72 458.60035
73 458.11121
74 457.72177
75 457.26089
76 456.91511
77 456.64801
78 456.4334
79 456.14892
80 455.90909
81 455.65652
82 455.4154
83 455.05366
84 454.73522
85 454.50894
86 454.34339
87 454.16727
88 453.93984
89 453.65844
90 453.4442
91 453.32378
92 453.01223
93 452.70985
94 452.7235
95 452.4556
96 452.21683
97 452.04718
98 451.80779
99 451.76637
100 451.43253
